h;s;l;emotion
178;100;93;радость
180;100;93;радость
182;100;93;радость
184;100;93;радость
186;100;93;радость
188;100;93;радость
190;100;93;радость
192;100;93;радость
194;100;93;радость
196;100;93;радость
198;100;93;радость
200;100;93;радость
202;100;93;радость
204;100;93;радость
206;100;93;радость
208;100;93;радость
210;100;93;радость
212;100;93;радость
214;100;93;радость
216;100;93;радость
218;100;93;радость
220;100;93;радость
222;100;93;радость
224;100;93;радость
226;100;93;радость
228;100;93;радость
230;100;93;радость
232;100;93;радость
234;100;93;радость
236;100;93;радость
238;100;93;радость
240;100;93;радость
242;100;93;радость
244;100;93;радость
246;100;93;радость
248;100;93;радость
250;100;93;радость
252;100;93;радость
254;100;93;радость
256;100;93;радость
258;100;93;радость
260;100;93;радость
262;100;93;радость
264;100;93;радость
266;100;93;радость
268;100;93;радость
270;100;93;радость
272;100;93;радость
274;100;93;радость
276;100;93;радость
278;100;93;радость
280;100;93;радость
282;100;93;радость
284;100;93;радость
286;100;93;радость
288;100;93;радость
290;100;93;радость
292;100;93;радость
294;100;93;радость
296;100;93;радость
298;100;93;радость
300;100;93;радость
302;100;93;радость
304;100;93;радость
306;100;93;радость
308;100;93;радость
310;100;93;радость
312;100;93;радость
314;100;93;радость
316;100;93;радость
318;100;93;радость
320;100;93;радость
322;100;93;радость
324;100;93;радость
326;100;93;радость
328;100;93;радость
330;100;93;радость
332;100;93;радость
334;100;93;радость
336;100;93;радость
338;100;93;радость
340;100;93;радость
342;100;93;радость
344;100;93;радость
346;100;93;радость
348;100;93;радость
350;100;93;радость
352;100;93;радость
354;100;93;радость
356;100;93;радость
358;100;93;радость
0;100;96;радость
2;100;96;радость
4;100;96;радость
6;100;96;радость
8;100;96;радость
10;100;96;радость
12;100;96;радость
14;100;96;радость
16;100;96;радость
18;100;96;радость
20;100;96;радость
22;100;96;радость
24;100;96;радость
26;100;96;радость
28;100;96;радость
30;100;96;радость
32;100;96;радость
34;100;96;радость
36;100;96;радость
38;100;96;радость
40;100;96;радость
42;100;96;радость
44;100;96;радость
46;100;96;радость
48;100;96;радость
50;100;96;радость
52;100;96;радость
54;100;96;радость
56;100;96;радость
58;100;96;радость
60;100;96;радость
62;100;96;радость
64;100;96;радость
66;100;96;радость
68;100;96;радость
70;100;96;радость
72;100;96;радость
74;100;96;радость
76;100;96;радость
78;100;96;радость
80;100;96;радость
82;100;96;радость
84;100;96;радость
86;100;96;радость
88;100;96;радость
90;100;96;радость
92;100;96;радость
94;100;96;радость
96;100;96;радость
98;100;96;радость
100;100;96;радость
102;100;96;радость
104;100;96;радость
106;100;96;радость
108;100;96;радость
110;100;96;радость
112;100;96;радость
114;100;96;радость
116;100;96;радость
118;100;96;радость
120;100;96;радость
122;100;96;радость
124;100;96;радость
126;100;96;радость
128;100;96;радость
130;100;96;радость
132;100;96;радость
134;100;96;радость
136;100;96;радость
138;100;96;радость
140;100;96;радость
142;100;96;радость
144;100;96;радость
146;100;96;радость
148;100;96;радость
150;100;96;радость
152;100;96;радость
154;100;96;радость
156;100;96;радость
158;100;96;радость
160;100;96;радость
162;100;96;радость
164;100;96;радость
166;100;96;радость
168;100;96;радость
170;100;96;радость
172;100;96;радость
174;100;96;радость
176;100;96;радость
178;100;96;радость
180;100;96;радость
182;100;96;радость
184;100;96;радость
186;100;96;радость
188;100;96;радость
190;100;96;радость
192;100;96;радость
194;100;96;радость
196;100;96;радость
198;100;96;радость
200;100;96;радость
202;100;96;радость
204;100;96;радость
206;100;96;радость
208;100;96;радость
210;100;96;радость
212;100;96;радость
214;100;96;радость
216;100;96;радость
218;100;96;радость
220;100;96;радость
222;100;96;радость
224;100;96;радость
226;100;96;радость
228;100;96;радость
230;100;96;радость
232;100;96;радость
234;100;96;радость
236;100;96;радость
238;100;96;радость
240;100;96;радость
242;100;96;радость
244;100;96;радость
246;100;96;радость
248;100;96;радость
250;100;96;радость
252;100;96;радость
254;100;96;радость
256;100;96;радость
258;100;96;радость
260;100;96;радость
262;100;96;радость
264;100;96;радость
266;100;96;радость
268;100;96;радость
270;100;96;радость
272;100;96;радость
274;100;96;радость
276;100;96;радость
278;100;96;радость
280;100;96;радость
282;100;96;радость
284;100;96;радость
286;100;96;радость
288;100;96;радость
290;100;96;радость
292;100;96;радость
